id,category,condition,gold_action,gold_answer,pred_action,pred_answer,correct
hidden_premise-0256,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0256,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0257,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0257,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0257,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0258,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0258,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0258,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0259,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0259,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0259,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0260,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0260,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0260,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0261,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0261,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0261,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0262,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0262,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0262,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0263,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0263,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0263,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0264,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0264,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0264,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0265,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0265,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0265,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0266,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0266,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0266,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0267,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0267,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0267,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0268,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0268,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0268,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0269,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0269,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0269,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0270,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0270,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0270,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0271,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0271,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0271,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0272,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0272,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0272,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0273,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0273,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0273,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0274,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0274,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0274,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0275,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0275,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0275,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0276,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0276,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0276,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0277,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0277,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0277,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0278,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0278,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0278,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0279,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0279,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0279,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0280,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0280,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0280,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0281,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0281,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0281,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0282,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0282,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0282,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0283,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0283,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0283,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0284,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0284,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0284,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0285,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0285,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0285,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0286,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0286,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0286,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0287,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0287,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0287,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0288,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0288,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0288,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0289,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0289,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0289,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0290,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0290,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0290,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0291,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0291,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0291,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0292,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0292,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0292,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0293,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0293,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0293,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0294,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0294,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0294,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0295,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0295,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0295,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0296,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0296,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0296,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0297,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0297,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0297,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0298,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0298,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0298,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0299,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0299,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0299,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0300,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0300,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0300,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0301,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0301,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0301,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0302,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0302,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0302,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0303,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0303,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0303,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0304,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0304,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0304,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0305,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0305,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0305,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0306,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0306,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0306,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0307,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0307,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0307,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0308,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0308,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0308,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0309,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0309,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0309,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0310,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0310,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0310,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0311,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0311,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0311,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0312,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0312,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0312,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0313,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0313,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0313,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0314,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0314,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0314,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0315,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0315,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0315,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0316,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0316,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0316,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0317,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0317,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0317,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0318,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0318,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0318,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0319,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0319,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0319,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0320,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0320,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0320,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0321,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0321,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0321,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0322,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0322,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0322,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0323,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0323,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0323,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0324,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0324,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0324,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0325,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0325,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0325,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0326,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0326,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0326,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0327,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0327,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0327,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0328,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0328,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0328,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0329,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0329,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0329,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0330,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0330,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0330,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0331,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0331,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0331,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0332,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0332,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0332,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0333,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0333,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0333,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0334,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0334,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0334,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0335,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0335,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0335,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0336,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0336,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0336,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0337,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0337,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0337,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0338,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0338,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0338,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0339,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0339,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0339,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0340,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0340,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0340,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0341,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0341,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0341,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0342,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0342,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0342,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0343,hidden_premise,gold_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0343,hidden_premise,predicted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
hidden_premise-0343,hidden_premise,corrupted_state,CLARIFY,CLARIFY,CLARIFY,CLARIFY,1
